year,film,category,won,discount
1970,Patton,"ART DIRECTION -- Art Direction: Urie McCleary, Gil Parrondo; Set Decoration: Antonio Mateos, Pierre-Louis Thevenet",won,
1970,Patton,CINEMATOGRAPHY -- Fred Koenekamp,,
1970,Patton,DIRECTING -- Franklin J. Schaffner,won,
1970,Patton,FILM EDITING -- Hugh S. Fowler,won,
1970,Patton,MUSIC (Original Score) -- Jerry Goldsmith,,
1970,Patton,"BEST PICTURE -- Frank McCarthy, Producer",won,
1970,Patton,"SOUND -- Douglas Williams, Don Bassman",won,
1970,Patton,SPECIAL VISUAL EFFECTS -- Alex Weldon,,
1970,Patton,"WRITING (Story and Screenplay--based on factual material or material not previously published or produced) -- Francis Ford Coppola, Edmund H. North ",won,
1976,Rocky,"ACTOR IN A LEADING ROLE -- Sylvester Stallone {""Rocky Balboa""}",,
1976,Rocky,"ACTOR IN A SUPPORTING ROLE -- Burgess Meredith {""Mickey""}",,
1976,Rocky,"ACTOR IN A SUPPORTING ROLE -- Burt Young {""Paulie""}",,
1976,Rocky,"ACTRESS IN A LEADING ROLE -- Talia Shire {""Adrian""}",,
1976,Rocky,DIRECTING -- John G. Avildsen,won,
1976,Rocky,"FILM EDITING -- Richard Halsey, Scott Conrad",won,
1976,Rocky,"MUSIC (Original Song) -- ""Gonna Fly Now,"" Music by Bill Conti; Lyrics by Carol Connors and Ayn Robbins",,
1976,Rocky,"BEST PICTURE -- Irwin Winkler and Robert Chartoff, Producers",won,
1976,Rocky,"SOUND -- Harry Warren Tetrick, William McCaughey, Lyle Burbridge, Bud Alper",,
1976,Rocky,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced) -- Sylvester Stallone,,
2018,Roma,"ACTRESS IN A LEADING ROLE -- Yalitza Aparicio {""Cleo""}",,
2018,Roma,"ACTRESS IN A SUPPORTING ROLE -- Marina de Tavira {""Sra. Sofia""}",,
2018,Roma,CINEMATOGRAPHY -- Alfonso Cuarón,won,
2018,Roma,DIRECTING -- Alfonso Cuarón,won,
2018,Roma,FOREIGN LANGUAGE FILM -- Mexico,won,
2018,Roma,"BEST PICTURE -- Gabriela Rodríguez and Alfonso Cuarón, Producers",,
2018,Roma,PRODUCTION DESIGN -- Production Design: Eugenio Caballero; Set Decoration: Bárbara Enríquez,,
2018,Roma,SOUND EDITING -- Sergio Díaz and Skip Lievsay,,
2018,Roma,"SOUND MIXING -- Skip Lievsay, Craig Henighan and José Antonio García",,
2018,Roma,WRITING (Original Screenplay) -- Written by Alfonso Cuarón,,
1953,Roman Holiday,"ACTOR IN A SUPPORTING ROLE -- Eddie Albert {""Irving Radovich""}",,
1953,Roman Holiday,"ACTRESS -- Audrey Hepburn {""Princess Anne""}",won,
1953,Roman Holiday,"ART DIRECTION (Black-and-White) -- Art Direction: Hal Pereira, Walter Tyler",,
1953,Roman Holiday,"CINEMATOGRAPHY (Black-and-White) -- Frank Planer, Henri Alekan",,
1953,Roman Holiday,COSTUME DESIGN (Black-and-White) -- Edith Head,won,
1953,Roman Holiday,DIRECTING -- William Wyler,,
1953,Roman Holiday,FILM EDITING -- Robert Swink,,
1953,Roman Holiday,"BEST MOTION PICTURE -- William Wyler, Producer",,
1953,Roman Holiday,WRITING (Motion Picture Story) -- Dalton Trumbo,won,
1953,Roman Holiday,"WRITING (Screenplay) -- Ian McLellan Hunter, John Dighton",,
1957,Sayonara,"ACTOR -- Marlon Brando {""Major Lloyd Gruver""}",,
1957,Sayonara,"ACTOR IN A SUPPORTING ROLE -- Red Buttons {""Joe Kelly""}",won,
1957,Sayonara,"ACTRESS IN A SUPPORTING ROLE -- Miyoshi Umeki {""Katsumi""}",won,
1957,Sayonara,ART DIRECTION -- Art Direction: Ted Haworth; Set Decoration: Robert Priestley,won,
1957,Sayonara,CINEMATOGRAPHY -- Ellsworth Fredricks,,
1957,Sayonara,DIRECTING -- Joshua Logan,,
1957,Sayonara,"FILM EDITING -- Arthur P. Schmidt, Philip W. Anderson",,
1957,Sayonara,"BEST MOTION PICTURE -- William Goetz, Producer",,
1957,Sayonara,"SOUND RECORDING -- Warner Bros. Studio Sound Department, George Groves, Sound Director",won,
1957,Sayonara,WRITING (Screenplay--based on material from another medium) -- Paul Osborn,,
2008,Slumdog Millionaire,CINEMATOGRAPHY -- Anthony Dod Mantle,won,
2008,Slumdog Millionaire,DIRECTING -- Danny Boyle,won,
2008,Slumdog Millionaire,FILM EDITING -- Chris Dickens,won,
2008,Slumdog Millionaire,MUSIC (Original Score) -- A.R. Rahman,won,
2008,Slumdog Millionaire,"MUSIC (Original Song) -- ""Jai Ho,"" Music by A.R. Rahman; Lyric by Gulzar",won,
2008,Slumdog Millionaire,"MUSIC (Original Song) -- ""O Saya,"" Music and Lyric by A.R. Rahman and Maya Arulpragasam",,
2008,Slumdog Millionaire,"BEST PICTURE -- Christian Colson, Producer",won,
2008,Slumdog Millionaire,SOUND EDITING -- Glenn Freemantle and Tom Sayers,,
2008,Slumdog Millionaire,"SOUND MIXING -- Ian Tapp, Richard Pryke and Resul Pookutty",won,
2008,Slumdog Millionaire,WRITING (Adapted Screenplay) -- Screenplay by Simon Beaufoy ,won,
1977,Star Wars,"ACTOR IN A SUPPORTING ROLE -- Alec Guinness {""Ben 'Obi-Wan' Kenobi""}",,
1977,Star Wars,"ART DIRECTION -- Art Direction: John Barry, Norman Reynolds, Leslie Dilley; Set Decoration: Roger Christian",won,
1977,Star Wars,COSTUME DESIGN -- John Mollo,won,
1977,Star Wars,DIRECTING -- George Lucas,,
1977,Star Wars,"FILM EDITING -- Paul Hirsch, Marcia Lucas, Richard Chew",won,
1977,Star Wars,MUSIC (Original Score) -- John Williams,won,
1977,Star Wars,"BEST PICTURE -- Gary Kurtz, Producer",,
1977,Star Wars,"SOUND -- Don MacDougall, Ray West, Bob Minkler, Derek Ball",won,
1977,Star Wars,"VISUAL EFFECTS -- John Stears, John Dykstra, Richard Edlund, Grant McCune, Robert Blalack",won,
1977,Star Wars,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced) -- George Lucas,,
1977,Star Wars,SPECIAL ACHIEVEMENT AWARD,won,x
1960,The Apartment,"ACTOR -- Jack Lemmon {""C.C. 'Bud' Baxter""}",,
1960,The Apartment,"ACTOR IN A SUPPORTING ROLE -- Jack Kruschen {""Dr. Dreyfuss""}",,
1960,The Apartment,"ACTRESS -- Shirley MacLaine {""Fran Kubelik""}",,
1960,The Apartment,ART DIRECTION (Black-and-White) -- Art Direction: Alexander Trauner; Set Decoration: Edward G. Boyle,won,
1960,The Apartment,CINEMATOGRAPHY (Black-and-White) -- Joseph LaShelle,,
1960,The Apartment,DIRECTING -- Billy Wilder,won,
1960,The Apartment,FILM EDITING -- Daniel Mandell,won,
1960,The Apartment,"BEST MOTION PICTURE -- Billy Wilder, Producer",won,
1960,The Apartment,"SOUND -- Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director",,
1960,The Apartment,"WRITING (Story and Screenplay--written directly for the screen) -- Billy Wilder, I. A. L. Diamond ",won,
2011,The Artist,"ACTOR IN A LEADING ROLE -- Jean Dujardin {""George Valentin""}",won,
2011,The Artist,"ACTRESS IN A SUPPORTING ROLE -- Bérénice Bejo {""Peppy Miller""}",,
2011,The Artist,ART DIRECTION -- Production Design: Laurence Bennett; Set Decoration: Robert Gould,,
2011,The Artist,CINEMATOGRAPHY -- Guillaume Schiffman,,
2011,The Artist,COSTUME DESIGN -- Mark Bridges,won,
2011,The Artist,DIRECTING -- Michel Hazanavicius,won,
2011,The Artist,FILM EDITING -- Anne-Sophie Bion and Michel Hazanavicius,,
2011,The Artist,MUSIC (Original Score) -- Ludovic Bource,won,
2011,The Artist,"BEST PICTURE -- Thomas Langmann, Producer",won,
2011,The Artist,WRITING (Original Screenplay) -- Written by Michel Hazanavicius,,
1973,The Exorcist,"ACTOR IN A SUPPORTING ROLE -- Jason Miller {""Father Damian Karras""}",,
1973,The Exorcist,"ACTRESS -- Ellen Burstyn {""Chris MacNeil""}",,
1973,The Exorcist,"ACTRESS IN A SUPPORTING ROLE -- Linda Blair {""Regan MacNeil""}",,
1973,The Exorcist,ART DIRECTION -- Art Direction: Bill Malley; Set Decoration: Jerry Wunderlich,,
1973,The Exorcist,CINEMATOGRAPHY -- Owen Roizman,,
1973,The Exorcist,DIRECTING -- William Friedkin,,
1973,The Exorcist,"FILM EDITING -- Jordan Leondopoulos, Bud Smith, Evan Lottman, Norman Gay",,
1973,The Exorcist,"BEST PICTURE -- William Peter Blatty, Producer",,
1973,The Exorcist,"SOUND -- Robert Knudson, Chris Newman",won,
1973,The Exorcist,WRITING (Screenplay--based on material from another medium) -- William Peter Blatty ,won,
2018,The Favourite,"ACTRESS IN A LEADING ROLE -- Olivia Colman {""Queen Anne""}",won,
2018,The Favourite,"ACTRESS IN A SUPPORTING ROLE -- Emma Stone {""Abigail""}",,
2018,The Favourite,"ACTRESS IN A SUPPORTING ROLE -- Rachel Weisz {""Lady Sarah""}",,
2018,The Favourite,CINEMATOGRAPHY -- Robbie Ryan,,
2018,The Favourite,COSTUME DESIGN -- Sandy Powell,,
2018,The Favourite,DIRECTING -- Yorgos Lanthimos,,
2018,The Favourite,FILM EDITING -- Yorgos Mavropsaridis,,
2018,The Favourite,"BEST PICTURE -- Ceci Dempsey, Ed Guiney, Lee Magiday and Yorgos Lanthimos, Producers",,
2018,The Favourite,PRODUCTION DESIGN -- Production Design: Fiona Crombie; Set Decoration: Alice Felton,,
2018,The Favourite,WRITING (Original Screenplay) -- Written by Deborah Davis and Tony McNamara,,
2019,The Irishman,"ACTOR IN A SUPPORTING ROLE -- Al Pacino {""Jimmy Hoffa""}",,
2019,The Irishman,"ACTOR IN A SUPPORTING ROLE -- Joe Pesci {""Russell Bufalino""}",,
2019,The Irishman,CINEMATOGRAPHY -- Rodrigo Prieto,,
2019,The Irishman,COSTUME DESIGN -- Sandy Powell and Christopher Peterson,,
2019,The Irishman,DIRECTING -- Martin Scorsese,,
2019,The Irishman,FILM EDITING -- Thelma Schoonmaker,,
2019,The Irishman,"BEST PICTURE -- Martin Scorsese, Robert De Niro, Jane Rosenthal and Emma Tillinger Koskoff, Producers",,
2019,The Irishman,PRODUCTION DESIGN -- Production Design: Bob Shaw; Set Decoration: Regina Graves,,
2019,The Irishman,"VISUAL EFFECTS -- Pablo Helman, Leandro Estebecorena, Nelson Sepulveda-Fauser and Stephane Grabli",,
2019,The Irishman,WRITING (Adapted Screenplay) -- Screenplay by Steven Zaillian,,
1937,The Life of Emile Zola,"ACTOR -- Paul Muni {""Emile Zola""}",,
1937,The Life of Emile Zola,"ACTOR IN A SUPPORTING ROLE -- Joseph Schildkraut {""Captain Alfred Dreyfus""}",won,
1937,The Life of Emile Zola,ART DIRECTION -- Anton Grot,,
1937,The Life of Emile Zola,ASSISTANT DIRECTOR -- Russ Saunders,,
1937,The Life of Emile Zola,DIRECTING -- William Dieterle,,
1937,The Life of Emile Zola,"MUSIC (Scoring) -- Warner Bros. Studio Music Department, Leo Forbstein, head of department (Score by Max Steiner)",,
1937,The Life of Emile Zola,OUTSTANDING PRODUCTION -- Warner Bros.,won,
1937,The Life of Emile Zola,"SOUND RECORDING -- Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",,
1937,The Life of Emile Zola,"WRITING (Original Story) -- Heinz Herald, Geza Herczeg",,
1937,The Life of Emile Zola,"WRITING (Screenplay) -- Norman Reilly Raine, Heinz Herald, Geza Herczeg",won,
1965,The Sound of Music,"ACTRESS -- Julie Andrews {""Maria""}",,
1965,The Sound of Music,"ACTRESS IN A SUPPORTING ROLE -- Peggy Wood {""Mother Abbess""}",,
1965,The Sound of Music,"ART DIRECTION (Color) -- Art Direction: Boris Leven; Set Decoration: Walter M. Scott, Ruby Levitt",,
1965,The Sound of Music,CINEMATOGRAPHY (Color) -- Ted McCord,,
1965,The Sound of Music,COSTUME DESIGN (Color) -- Dorothy Jeakins,,
1965,The Sound of Music,DIRECTING -- Robert Wise,won,
1965,The Sound of Music,FILM EDITING -- William Reynolds,won,
1965,The Sound of Music,MUSIC (Scoring of Music--adaptation or treatment) -- Irwin Kostal,won,
1965,The Sound of Music,"BEST PICTURE -- Robert Wise, Producer",won,
1965,The Sound of Music,"SOUND -- 20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director; and Todd-AO Sound Department, Fred Hynes, Sound Director ",won,
1973,The Sting,"ACTOR -- Robert Redford {""Johnny Hooker""}",,
1973,The Sting,ART DIRECTION -- Art Direction: Henry Bumstead; Set Decoration: James Payne,won,
1973,The Sting,CINEMATOGRAPHY -- Robert Surtees,,
1973,The Sting,COSTUME DESIGN -- Edith Head,won,
1973,The Sting,DIRECTING -- George Roy Hill,won,
1973,The Sting,FILM EDITING -- William Reynolds,won,
1973,The Sting,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation) -- Adaptation Score by Marvin Hamlisch,won,
1973,The Sting,"BEST PICTURE -- Tony Bill, Michael Phillips and Julia Phillips, Producers",won,
1973,The Sting,"SOUND -- Ronald K. Pierce, Robert Bertrand",,
1973,The Sting,WRITING (Story and Screenplay--based on factual material or material not previously published or produced) -- David S. Ward,won,
1963,Tom Jones,"ACTOR -- Albert Finney {""Tom Jones""}",,
1963,Tom Jones,"ACTOR IN A SUPPORTING ROLE -- Hugh Griffith {""Squire Western""}",,
1963,Tom Jones,"ACTRESS IN A SUPPORTING ROLE -- Diane Cilento {""Molly""}",,
1963,Tom Jones,"ACTRESS IN A SUPPORTING ROLE -- Dame Edith Evans {""Miss Western""}",,
1963,Tom Jones,"ACTRESS IN A SUPPORTING ROLE -- Joyce Redman {""Mrs. Waters""}",,
1963,Tom Jones,"ART DIRECTION (Color) -- Art Direction: Ralph Brinton, Ted Marshall, Jocelyn Herbert; Set Decoration: Josie MacAvin",,
1963,Tom Jones,DIRECTING -- Tony Richardson,won,
1963,Tom Jones,MUSIC (Music Score--substantially original) -- John Addison,won,
1963,Tom Jones,"BEST PICTURE -- Tony Richardson, Producer",won,
1963,Tom Jones,WRITING (Screenplay--based on material from another medium) -- John Osborne ,won,
1982,Tootsie,"ACTOR IN A LEADING ROLE -- Dustin Hoffman {""Michael Dorsey/Dorothy Michaels""}",,
1982,Tootsie,"ACTRESS IN A SUPPORTING ROLE -- Teri Garr {""Sandy Lester""}",,
1982,Tootsie,"ACTRESS IN A SUPPORTING ROLE -- Jessica Lange {""Julie Nichols""}",won,
1982,Tootsie,CINEMATOGRAPHY -- Owen Roizman,,
1982,Tootsie,DIRECTING -- Sydney Pollack,,
1982,Tootsie,"FILM EDITING -- Fredric Steinkamp, William Steinkamp",,
1982,Tootsie,"MUSIC (Original Song) -- ""It Might Be You,"" Music by Dave Grusin; Lyric by Alan Bergman and Marilyn Bergman",,
1982,Tootsie,"BEST PICTURE -- Sydney Pollack and Dick Richards, Producers",,
1982,Tootsie,"SOUND -- Arthur Piantadosi, Les Fresholtz, Dick Alexander, Les Lazarowitz",,
1982,Tootsie,"WRITING (Screenplay Written Directly for the Screen) -- Screenplay by Larry Gelbart, Murray Schisgal; Story by Don McGuire, Larry Gelbart",,
2010,True Grit,"ACTOR IN A LEADING ROLE -- Jeff Bridges {""Rooster Cogburn""}",,
2010,True Grit,"ACTRESS IN A SUPPORTING ROLE -- Hailee Steinfeld {""Mattie Ross""}",,
2010,True Grit,ART DIRECTION -- Production Design: Jess Gonchor; Set Decoration: Nancy Haigh,,
2010,True Grit,CINEMATOGRAPHY -- Roger Deakins,,
2010,True Grit,COSTUME DESIGN -- Mary Zophres,,
2010,True Grit,DIRECTING -- Joel Coen and Ethan Coen,,
2010,True Grit,"BEST PICTURE -- Scott Rudin, Ethan Coen and Joel Coen, Producers",,
2010,True Grit,SOUND EDITING -- Skip Lievsay and Craig Berkey,,
2010,True Grit,"SOUND MIXING -- Skip Lievsay, Craig Berkey, Greg Orloff and Peter F. Kurland",,
2010,True Grit,WRITING (Adapted Screenplay) -- Written for the screen by Joel Coen & Ethan Coen,,
1944,Wilson,"ACTOR -- Alexander Knox {""Woodrow Wilson""}",,
1944,Wilson,ART DIRECTION (Color) -- Art Direction: Wiard Ihnen; Interior Decoration: Thomas Little,won,
1944,Wilson,CINEMATOGRAPHY (Color) -- Leon Shamroy,won,
1944,Wilson,DIRECTING -- Henry King,,
1944,Wilson,FILM EDITING -- Barbara McLean,won,
1944,Wilson,MUSIC (Music Score of a Dramatic or Comedy Picture) -- Alfred Newman,,
1944,Wilson,BEST MOTION PICTURE -- 20th Century-Fox,,
1944,Wilson,"SOUND RECORDING -- 20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",won,
1944,Wilson,SPECIAL EFFECTS -- Photographic Effects by Fred Sersen; Sound Effects by Roger Heman,,
1944,Wilson,WRITING (Original Screenplay) -- Lamar Trotti,won,
